newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name,Identifiant
2,4,1.0,108.0,Cartesian coordinates,Integration,,8043
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3775
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4070
3,4,1.0,25.0,Modulus of a complex number,Complex Numbers,,21551
2,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,2312
3,4,1.0,85.0,Product rule,Differentiation,Derivatives,14585
1,3,1.0,47.0,Frequency,Statistics,,3039
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,22686
5,3,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,22650
1,1,1.0,147.0,Linear combination,Linear Algebra,Vector Spaces,3778
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16359
3,4,1.0,26.0,Conjugate number,Complex Numbers,,739
3,3,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,11072
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4096
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,10947
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3505
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,1449
2,1,1.0,8.0,Square roots,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15804
4,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,8009
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,,1247
4,3,1.0,269.0,Polynomial interpolation,Numerical Methods,,18020
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,9858
3,2,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21018
2,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,5951
3,2,1.0,223.0,Newton?s method,Numerical Methods,,15594
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14345
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,15407
5,5,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21969
5,4,1.0,359.0,Least squares method,Numerical Methods,,13041
3,1,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,4032
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5595
2,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4620
1,2,1.0,108.0,Cartesian coordinates,Integration,Double Integration,19684
4,5,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17515
3,2,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10786
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19753
3,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16107
5,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,21110
3,1,1.0,116.0,Matrix operations,Linear Algebra,,12060
2,5,1.0,137.0,Square linear system,Linear Algebra,,2572
3,2,1.0,27.0,Polar representation,Complex Numbers,,11268
5,4,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,21264
3,4,1.0,85.0,Product rule,Differentiation,Derivatives,1888
4,6,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20906
1,1,1.0,16.0,Triangles,Fundamental Mathematics,,1816
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",593
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,5299
4,4,1.0,269.0,Polynomial interpolation,Numerical Methods,,15297
2,1,1.0,27.0,Polar representation,Complex Numbers,,867
4,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4471
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3486
5,4,1.0,353.0,Three points rule,Numerical Methods,,18266
5,2,1.0,167.0,Simplex method,Optimization,Linear Optimization,20628
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5498
2,5,1.0,38.0,Independence,Probability ,,16647
1,5,1.0,30.0,Complex plane ,Complex Numbers,,11194
1,1,1.0,231.0,Domain,Real Functions of Several Variables,"Limits, Continuity, Domain and Image",19323
1,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,22172
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16352
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,19987
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,5562
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4086
1,4,1.0,299.0,Arithmetic sequence,Discrete Mathematics,Recursivity,19821
4,3,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10284
4,4,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,6001
4,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7432
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,10255
1,4,1.0,265.0,First order,Differentiation,Partial Differentiation,5782
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7435
5,2,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,11713
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,19381
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16241
4,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,3575
5,5,1.0,178.0,Maximum,Optimization,Nonlinear Optimization,21740
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,13332
2,1,1.0,193.0,Image of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",8718
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9740
3,4,1.0,102.0,Integration by parts,Integration,Integration Techniques,19207
5,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,20987
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,5300
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,2838
4,2,1.0,49.0,Mean,Statistics,,2167
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,11790
2,3,1.0,166.0,Linear programming,Optimization,,16985
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19947
5,3,1.0,24.0,Imaginary part,Complex Numbers,,830
5,3,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,14068
5,1,1.0,99.0,Second order,Differentiation,Partial Differentiation,22987
5,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,19918
5,2,1.0,103.0,Direct inspection,Integration,Integration Techniques,12056
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,20728
3,2,1.0,200.0,Separable variables equation,Differential Equations,,15658
5,4,1.0,159.0,Kernel,Linear Algebra,,7089
2,2,1.0,25.0,Modulus of a complex number,Complex Numbers,,16462
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3875
3,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9867
4,2,1.0,337.0,Trigonometric functions,Real Functions of a Single Variable,,8947
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,5318
2,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,21775
5,4,1.0,15.0,Polygons,Fundamental Mathematics,,1384
5,4,1.0,21.0,Regular polygon,Fundamental Mathematics,,16583
1,3,1.0,233.0,Limits,Real Functions of Several Variables,,13452
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7355
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,5164
3,2,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,12196
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15983
5,4,1.0,20.0,Symmetry,Fundamental Mathematics,,15972
4,5,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,21367
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7857
4,3,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,16221
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4906
2,5,1.0,25.0,Modulus of a complex number,Complex Numbers,,21502
4,3,1.0,30.0,Complex plane ,Complex Numbers,,7987
2,1,1.0,101.0,Substitution,Integration,,8040
2,2,1.0,15.0,Polygons,Fundamental Mathematics,,14476
5,3,1.0,24.0,Imaginary part,Complex Numbers,,1131
2,2,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,16951
2,1,1.0,222.0,Bisection method,Numerical Methods,,15231
4,1,1.0,97.0,Gradient,Differentiation,Partial Differentiation,22936
5,2,1.0,103.0,Direct inspection,Integration,Integration Techniques,9687
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9779
4,2,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10778
3,1,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,20707
2,2,1.0,222.0,Bisection method,Numerical Methods,,15645
1,2,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,19300
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16253
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19476
1,3,1.0,296.0,Divergence theorem,Integration,Surface Integrals,20069
1,3,1.0,166.0,Linear programming,Optimization,Linear Optimization,18873
4,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,5137
3,3,1.0,72.0,Cartesian equations of a line,Analytic Geometry,,14963
1,2,1.0,111.0,Iterate integrals,Integration,,9666
4,1,1.0,286.0,Intersection of sets,Discrete Mathematics,,16606
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5513
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,22587
4,3,1.0,351.0,Jacobi method,Numerical Methods,,18171
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6802
1,1,1.0,88.0,Sum rule,Differentiation,Derivatives,1885
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4931
1,5,1.0,29.0,Nth root,Complex Numbers,,21603
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,7757
4,4,1.0,49.0,Mean,Statistics,,11339
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,,13714
5,3,1.0,339.0,Periodicity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",12356
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3042
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,2856
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,,14634
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14766
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4105
1,1,1.0,322.0,Trace of a matrix,Linear Algebra,,12064
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21260
2,3,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17103
1,1,1.0,340.0,Monotonicity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",16704
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,2966
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,,17073
5,1,1.0,72.0,Cartesian equations of a line,Analytic Geometry,,8871
1,1,1.0,147.0,Linear combination,Linear Algebra,Vector Spaces,3735
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,,1335
1,5,1.0,137.0,Square linear system,Linear Algebra,,1500
1,2,1.0,119.0,Matrix condensation,Linear Algebra,Matrices and Determinants,19089
5,4,1.0,353.0,Three points rule,Numerical Methods,,18222
4,3,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,15002
1,2,1.0,119.0,Matrix condensation,Linear Algebra,Matrices and Determinants,19131
4,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5494
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,22211
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,,1806
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,19303
5,2,,138.0,Solution of a linear system,Linear Algebra,Linear Systems,22202
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5243
2,3,1.0,46.0,Population,Statistics,,7943
5,1,1.0,64.0,Scalar product,Analytic Geometry,,2748
2,1,1.0,101.0,Substitution,Integration,Integration Techniques,8844
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,6163
2,5,1.0,97.0,Gradient,Differentiation,Partial Differentiation,3396
2,3,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,19077
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9898
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,10790
5,4,1.0,359.0,Least squares method,Numerical Methods,,13226
1,2,1.0,64.0,Scalar product,Analytic Geometry,,20258
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,22575
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2636
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,9940
1,1,1.0,88.0,Sum rule,Differentiation,Derivatives,11787
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,7093
1,2,1.0,64.0,Scalar product,Analytic Geometry,,3113
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6760
3,4,1.0,179.0,Feasible set,Optimization,,16981
2,2,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,12444
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,,1827
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4567
2,1,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,10696
3,4,1.0,269.0,Polynomial interpolation,Numerical Methods,,13183
3,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5691
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3884
3,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,3675
2,1,1.0,85.0,Product rule,Differentiation,Derivatives,342
2,2,1.0,222.0,Bisection method,Numerical Methods,,13903
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,6275
2,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4195
3,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,21428
3,2,1.0,223.0,Newton?s method,Numerical Methods,,15262
3,2,1.0,27.0,Polar representation,Complex Numbers,,21509
5,3,1.0,223.0,Newton?s method,Numerical Methods,,13224
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,21187
1,1,1.0,101.0,Substitution,Integration,Integration Techniques,9021
4,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7242
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5753
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,19900
2,4,1.0,85.0,Product rule,Differentiation,Derivatives,11039
2,5,1.0,24.0,Imaginary part,Complex Numbers,,308
3,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10545
4,1,,200.0,Separable variables equation,Differential Equations,,22862
3,1,,396.0,Constrained optimization,Optimization,Linear Optimization,23163
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10219
2,4,1.0,140.0,Inconsistent system,Linear Algebra,Linear Systems,19113
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,22610
2,1,1.0,101.0,Substitution,Integration,Integration Techniques,21683
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,,9436
4,2,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,11714
4,2,1.0,355.0,Simpson's rule,Numerical Methods,,18042
1,1,1.0,225.0,One variable,Differentiation,Partial Differentiation,3403
2,1,1.0,85.0,Product rule,Differentiation,,4109
3,3,1.0,16.0,Triangles,Fundamental Mathematics,,9376
5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,22577
2,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17330
4,5,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,21882
1,3,1.0,45.0,Sample,Statistics,,11365
4,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,22556
2,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6242
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,,1841
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,8011
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5029
1,3,1.0,49.0,Mean,Statistics,,19318
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,23088
3,2,1.0,49.0,Mean,Statistics,,11415
2,1,1.0,295.0,Definition,Integration,Surface Integrals,20897
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4095
1,5,1.0,24.0,Imaginary part,Complex Numbers,,10866
4,3,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,8145
3,4,1.0,30.0,Complex plane ,Complex Numbers,,10071
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5659
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5914
3,1,1.0,191.0,Domain,Real Functions of a Single Variable,"Domain, Image and Graphics",19240
1,3,1.0,43.0,Axioms of probability,Probability ,,11357
4,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7094
2,2,1.0,65.0,Cross product,Analytic Geometry,,21939
4,1,1.0,191.0,Domain,Real Functions of a Single Variable,,8571
2,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,2592
4,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,13237
4,4,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,22247
4,4,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,12207
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,10029
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20901
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3763
4,4,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,6468
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9890
4,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,22237
1,5,1.0,24.0,Imaginary part,Complex Numbers,,9173
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,6879
2,2,1.0,64.0,Scalar product,Analytic Geometry,,15094
5,2,1.0,101.0,Substitution,Integration,Integration Techniques,18821
3,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,7598
3,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14372
1,1,1.0,222.0,Bisection method,Numerical Methods,,8621
1,1,1.0,222.0,Bisection method,Numerical Methods,,18148
3,4,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,16958
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3948
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,18948
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16803
1,3,1.0,166.0,Linear programming,Optimization,Linear Optimization,12882
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7394
5,3,1.0,24.0,Imaginary part,Complex Numbers,,1111
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,5031
3,1,1.0,117.0,Matrix equation,Linear Algebra,Matrices and Determinants,10572
4,3,1.0,36.0,Event,Probability ,,14690
1,1,1.0,222.0,Bisection method,Numerical Methods,,18519
4,3,1.0,20.0,Symmetry,Fundamental Mathematics,,13709
5,2,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,12029
3,2,1.0,223.0,Newton?s method,Numerical Methods,,15661
2,3,1.0,46.0,Population,Statistics,,13544
1,3,1.0,45.0,Sample,Statistics,,7
2,4,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,11249
3,3,1.0,81.0,Tree,Graph Theory,,15481
4,2,1.0,351.0,Jacobi method,Numerical Methods,,17954
4,4,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,10601
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10208
5,1,1.0,64.0,Scalar product,Analytic Geometry,,19738
4,2,1.0,353.0,Three points rule,Numerical Methods,,13112
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,7485
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4088
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,12146
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,9844
3,4,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,10032
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,4346
2,1,1.0,8.0,Square roots,Fundamental Mathematics,,14474
4,1,1.0,176.0,Optimal solution,Optimization,,17031
4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21978
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5292
2,5,1.0,139.0,Consistent system,Linear Algebra,,1437
5,1,1.0,64.0,Scalar product,Analytic Geometry,,14964
1,1,1.0,222.0,Bisection method,Numerical Methods,,18090
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,5730
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3078
2,1,1.0,24.0,Imaginary part,Complex Numbers,,11309
5,1,1.0,97.0,Gradient,Differentiation,Partial Differentiation,22760
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4040
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3960
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9388
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17699
4,2,1.0,337.0,Trigonometric functions,Real Functions of a Single Variable,"Domain, Image and Graphics",8724
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,6455
2,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,15061
2,4,1.0,286.0,Intersection of sets,Discrete Mathematics,Set Theory,17857
5,3,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,19910
5,5,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16673
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4275
5,2,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,21024
