newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name,Identifiant
4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20978
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5644
3,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7207
4,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,4532
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,7067
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16590
5,3,1.0,64.0,Scalar product,Analytic Geometry,,20403
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3491
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,4321
4,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,16924
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4087
3,2,1.0,11.0,Classification of geometric solids,Fundamental Mathematics,,9403
3,1,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,5854
1,5,1.0,27.0,Polar representation,Complex Numbers,,20237
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,3634
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17774
2,2,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,17371
3,2,1.0,45.0,Sample,Statistics,,11429
5,2,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,11635
3,4,1.0,85.0,Product rule,Differentiation,Derivatives,20622
4,3,1.0,65.0,Cross product,Analytic Geometry,,11775
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9735
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6251
4,2,1.0,353.0,Three points rule,Numerical Methods,,13137
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,5479
2,3,1.0,65.0,Cross product,Analytic Geometry,,7931
3,3,,157.0,Linear transformation,Linear Algebra,Linear Transformations,22517
1,5,1.0,24.0,Imaginary part,Complex Numbers,,922
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9594
3,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,18909
2,3,1.0,1.0,Trigonometric functions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16406
4,3,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7028
1,1,1.0,222.0,Bisection method,Numerical Methods,,18546
5,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,20932
3,2,1.0,73.0,Cartesian equations of a plane,Analytic Geometry,,16654
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,22100
4,3,1.0,352.0,Gauss-Seidel method,Numerical Methods,,13254
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5489
1,2,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,9074
4,4,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,8692
4,4,1.0,295.0,Definition,Integration,Surface Integrals,20564
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,2886
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3013
4,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,22712
5,2,1.0,362.0,Contour map,Real Functions of Several Variables,,10717
3,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,22293
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3084
1,3,1.0,45.0,Sample,Statistics,,2144
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17727
5,2,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,11709
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6282
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,6322
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16049
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5225
1,2,1.0,275.0,Triple integration,Integration,Triple Integration,15766
2,5,1.0,137.0,Square linear system,Linear Algebra,,18369
2,3,1.0,8.0,Square roots,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",8747
4,1,1.0,66.0,Orthogonality,Analytic Geometry,,9912
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",815
2,1,1.0,268.0,Lagrange's interpolation,Numerical Methods,,15684
5,1,1.0,176.0,Optimal solution,Optimization,,17032
2,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,3202
2,5,1.0,265.0,First order,Differentiation,Partial Differentiation,22858
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,22313
3,5,1.0,265.0,First order,Differentiation,Partial Differentiation,11058
4,1,1.0,97.0,Gradient,Differentiation,Partial Differentiation,22999
3,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6150
4,1,1.0,66.0,Orthogonality,Analytic Geometry,,12829
4,4,1.0,129.0,Spectrum,Linear Algebra,,2498
1,1,,23.0,Real part,Complex Numbers,,22463
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,4601
2,1,1.0,85.0,Product rule,Differentiation,Derivatives,2026
2,2,1.0,45.0,Sample,Statistics,,2034
2,4,1.0,85.0,Product rule,Differentiation,Derivatives,1964
3,4,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17396
3,2,1.0,45.0,Sample,Statistics,,2071
3,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6834
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,845
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4584
3,3,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,16398
1,3,1.0,99.0,Second order,Differentiation,Partial Differentiation,23013
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5217
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1766
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,6202
4,4,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,11521
1,1,1.0,85.0,Product rule,Differentiation,,20302
4,3,1.0,352.0,Gauss-Seidel method,Numerical Methods,,13096
2,2,1.0,65.0,Cross product,Analytic Geometry,,19742
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5843
2,2,1.0,65.0,Cross product,Analytic Geometry,,4189
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17146
5,4,1.0,224.0,Nonlinear equation,Numerical Methods,,15507
4,4,,147.0,Linear combination,Linear Algebra,Vector Spaces,22227
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,2862
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,6699
1,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,19076
5,6,1.0,26.0,Conjugate number,Complex Numbers,,757
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",459
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4861
3,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7248
2,1,1.0,8.0,Square roots,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17786
2,2,1.0,222.0,Bisection method,Numerical Methods,,18190
3,1,1.0,2.0,Exponential function,Fundamental Mathematics,,14397
1,2,1.0,119.0,Matrix condensation,Linear Algebra,,2544
1,2,1.0,156.0,Linearity,Linear Algebra,,1436
5,1,1.0,72.0,Cartesian equations of a line,Analytic Geometry,,8075
5,2,1.0,169.0,Excel solver add-in,Optimization,Linear Optimization,15203
5,3,1.0,339.0,Periodicity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",7877
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",581
5,5,1.0,58.0,Hypothesis testing,Statistics,,11378
2,3,1.0,8.0,Square roots,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16202
2,1,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,12270
2,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4455
4,2,1.0,351.0,Jacobi method,Numerical Methods,,17967
2,4,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,10276
3,1,1.0,166.0,Linear programming,Optimization,Linear Optimization,23146
2,1,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,10439
2,3,1.0,275.0,Triple integration,Integration,,18324
2,4,1.0,265.0,First order,Differentiation,Partial Differentiation,3349
3,5,1.0,265.0,First order,Differentiation,,5439
2,2,1.0,200.0,Separable variables equation,Differential Equations,,14608
3,3,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,1684
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19462
3,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4191
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",11179
1,1,1.0,147.0,Linear combination,Linear Algebra,Vector Spaces,8012
4,4,1.0,269.0,Polynomial interpolation,Numerical Methods,,18345
4,2,1.0,351.0,Jacobi method,Numerical Methods,,18211
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5536
3,2,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,12402
3,2,1.0,45.0,Sample,Statistics,,2127
5,4,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,14067
1,1,1.0,340.0,Monotonicity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",19252
1,3,1.0,45.0,Sample,Statistics,,19317
5,4,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,21199
1,1,1.0,342.0,Surjectivity of a function,Real Functions of a Single Variable,,8820
1,2,1.0,119.0,Matrix condensation,Linear Algebra,Matrices and Determinants,19828
4,4,1.0,85.0,Product rule,Differentiation,Derivatives,20229
4,2,1.0,355.0,Simpson's rule,Numerical Methods,,8645
3,3,1.0,224.0,Nonlinear equation,Numerical Methods,,13527
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4461
2,4,1.0,108.0,Cartesian coordinates,Integration,Double Integration,18235
1,3,1.0,45.0,Sample,Statistics,,11720
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,5482
4,2,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15995
1,5,1.0,137.0,Square linear system,Linear Algebra,,9100
4,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6226
4,3,1.0,102.0,Integration by parts,Integration,Integration Techniques,19187
5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7106
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9411
4,3,1.0,351.0,Jacobi method,Numerical Methods,,18283
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10318
3,2,1.0,182.0,Limits,Real Functions of a Single Variable,,8923
1,2,,147.0,Linear combination,Linear Algebra,Vector Spaces,22614
3,4,1.0,26.0,Conjugate number,Complex Numbers,,1156
2,4,1.0,108.0,Cartesian coordinates,Integration,Double Integration,20745
4,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,21068
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17770
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7549
1,1,1.0,85.0,Product rule,Differentiation,,4199
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,,16742
4,1,1.0,202.0,Linear differential equation,Differential Equations,,21396
5,5,1.0,275.0,Triple integration,Integration,Triple Integration,15762
4,3,1.0,117.0,Matrix equation,Linear Algebra,Matrices and Determinants,9942
1,3,1.0,99.0,Second order,Differentiation,Partial Differentiation,12781
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5873
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10760
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,6407
4,3,1.0,148.0,Span,Linear Algebra,Vector Spaces,7898
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1302
3,1,1.0,166.0,Linear programming,Optimization,Linear Optimization,22282
1,2,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,10023
2,2,1.0,66.0,Orthogonality,Analytic Geometry,,9110
4,4,1.0,114.0,Matrix multiplication,Linear Algebra,,1646
3,4,1.0,26.0,Conjugate number,Complex Numbers,,9263
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,14928
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3940
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5528
2,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4226
3,1,1.0,117.0,Matrix equation,Linear Algebra,Matrices and Determinants,21143
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6917
2,5,1.0,33.0,Operations with complex numbers,Complex Numbers,,13422
4,1,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,9141
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10974
2,5,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,22314
4,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,8455
2,1,1.0,25.0,Modulus of a complex number,Complex Numbers,,16569
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5634
4,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,21364
3,5,1.0,265.0,First order,Differentiation,Partial Differentiation,22899
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,9990
5,4,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,7074
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2738
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5453
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,9835
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,4417
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2743
5,4,1.0,359.0,Least squares method,Numerical Methods,,17994
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,,1359
5,3,1.0,121.0,Inverse of a matrix ,Linear Algebra,Matrices and Determinants,1695
2,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5235
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16118
5,2,,140.0,Inconsistent system,Linear Algebra,Linear Systems,22388
4,2,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16117
3,4,1.0,103.0,Direct inspection,Integration,Integration Techniques,8687
4,1,1.0,138.0,Solution of a linear system,Linear Algebra,Linear Systems,21053
1,1,1.0,269.0,Polynomial interpolation,Numerical Methods,,18398
1,4,1.0,281.0,Binary relation,Discrete Mathematics,Set Theory,20672
5,1,1.0,97.0,Gradient,Differentiation,Partial Differentiation,23021
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14425
1,1,1.0,103.0,Direct inspection,Integration,Integration Techniques,18813
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10682
5,2,1.0,299.0,Arithmetic sequence,Discrete Mathematics,Recursivity,21699
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14330
5,4,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,12426
2,5,1.0,97.0,Gradient,Differentiation,Partial Differentiation,3395
5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7076
4,3,1.0,148.0,Span,Linear Algebra,Vector Spaces,5677
3,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1601
4,2,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15423
4,1,1.0,191.0,Domain,Real Functions of a Single Variable,,8946
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14324
3,2,1.0,223.0,Newton?s method,Numerical Methods,,13097
4,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7023
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6208
2,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4100
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17233
2,4,1.0,85.0,Product rule,Differentiation,Derivatives,1903
3,4,,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,22107
4,1,1.0,305.0,Patterns,Discrete Mathematics,Recursivity,20559
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,6144
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,7415
1,1,1.0,222.0,Bisection method,Numerical Methods,,18269
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9597
1,1,1.0,222.0,Bisection method,Numerical Methods,,12949
2,4,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,22156
2,5,1.0,38.0,Independence,Probability ,,282
2,2,1.0,45.0,Sample,Statistics,,2037
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,,1839
2,3,1.0,65.0,Cross product,Analytic Geometry,,13862
5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7794
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4544
1,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,22315
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,19061
5,5,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16138
4,3,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,6410
2,1,1.0,102.0,Integration by parts,Integration,Integration Techniques,8799
1,4,1.0,265.0,First order,Differentiation,Partial Differentiation,5625
4,1,1.0,64.0,Scalar product,Analytic Geometry,,11652
1,1,1.0,222.0,Bisection method,Numerical Methods,,15304
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,18175
2,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17094
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,7725
1,4,1.0,265.0,First order,Differentiation,Partial Differentiation,5623
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3906
5,4,1.0,224.0,Nonlinear equation,Numerical Methods,,13154
5,3,1.0,24.0,Imaginary part,Complex Numbers,,21467
3,4,1.0,25.0,Modulus of a complex number,Complex Numbers,,8767
4,2,1.0,199.0,Integral curve,Differential Equations,,8495
2,1,1.0,101.0,Substitution,Integration,Integration Techniques,14685
4,1,,97.0,Gradient,Differentiation,Partial Differentiation,23006
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3639
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,19376
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,4558
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,6987
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,2601
4,2,1.0,351.0,Jacobi method,Numerical Methods,,13091
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,11050
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5240
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2689
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4511
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5230
1,3,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,18962
1,2,1.0,118.0,Rank,Linear Algebra,Matrices and Determinants,11235
2,4,1.0,286.0,Intersection of sets,Discrete Mathematics,Set Theory,17859
1,1,1.0,269.0,Polynomial interpolation,Numerical Methods,,18086
4,2,1.0,58.0,Hypothesis testing,Statistics,,2303
5,3,1.0,339.0,Periodicity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",11489
3,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17133
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14414
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,12124
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5559
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10654
2,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6873
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6643
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,2761
3,4,1.0,85.0,Product rule,Differentiation,Derivatives,1928
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,6895
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,5317
4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20087
1,3,1.0,35.0,Sample space,Probability ,,14826
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4254
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5707
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6290
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14006
3,1,1.0,104.0,Trigonometric substitution,Integration,Integration Techniques,14742
4,3,1.0,269.0,Polynomial interpolation,Numerical Methods,,13174
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,4459
1,2,1.0,118.0,Rank,Linear Algebra,Matrices and Determinants,13926
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9766
5,4,1.0,353.0,Three points rule,Numerical Methods,,18315
2,1,1.0,27.0,Polar representation,Complex Numbers,,14941
1,1,1.0,13.0,Polyhedrons,Fundamental Mathematics,,9626
3,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16181
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5692
2,2,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,17156
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,21041
3,2,1.0,11.0,Classification of geometric solids,Fundamental Mathematics,Elementary Geometry,19276
5,1,1.0,97.0,Gradient,Differentiation,Partial Differentiation,22970
2,5,1.0,265.0,First order,Differentiation,Partial Differentiation,22902
4,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,822
1,3,1.0,45.0,Sample,Statistics,,28
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15837
2,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10327
4,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4885
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16021
4,3,1.0,29.0,Nth root,Complex Numbers,,1210
5,1,1.0,72.0,Cartesian equations of a line,Analytic Geometry,,19824
